noble_filename_abbrev,article_title,journal_name,doi,table_page_num,catalyst_formula_raw,catalyst_formula,a1,a2,a3,a1_perc,a2_perc,a3_perc,b1,b2,b3,b1_perc,b2_perc,b3_perc,synthesis_method,reaction_oxidation_temperature,reaction_oxidation_temperature_units,reaction_reduction_temperature,reaction_reduction_temperature_units,cycle_number,extra_operating_condtions,yield_1,yield_1_amt,yield_1_units,yield_2,yield_2_amt,yield_2_units
paidarticles-elsevier-1-s2-0-s1872206717628201-,La1-xCaxMn1-yAlyO3 perovskites as efficient catalysts for two-step thermochemical water splitting in conjunction with exceptional hydrogen yields,Chinese Journal of Catalysis,https://doi.org/10.1016/S1872-2067(17)62820-1,,La0.6Ca0.4Mn0.6Al0.4O3,La0.6Ca0.4Mn0.6Al0.4O3,La,Ca,,0.6,0.4,,Mn,Al,,0.6,0.4,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s1872206717628201-,La1-xCaxMn1-yAlyO3 perovskites as efficient catalysts for two-step thermochemical water splitting in conjunction with exceptional hydrogen yields,Chinese Journal of Catalysis,https://doi.org/10.1016/S1872-2067(17)62820-1,,La0.6Ca0.4Mn0.8Al0.2O3,La0.6Ca0.4Mn0.8Al0.2O3,La,Ca,,0.6,0.4,,Mn,Al,,0.8,0.2,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s1872206717628201-,La1-xCaxMn1-yAlyO3 perovskites as efficient catalysts for two-step thermochemical water splitting in conjunction with exceptional hydrogen yields,Chinese Journal of Catalysis,https://doi.org/10.1016/S1872-2067(17)62820-1,,La0.8Ca0.2Mn0.6Al0.4O3,La0.8Ca0.2Mn0.6Al0.4O3,La,Ca,,0.8,0.2,,Mn,Al,,0.6,0.4,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s1872206709600838-,"Synthesis, Characterization, and Performance of LaZnxFe1-xO3 Perovskite Nanocatalysts for toluene combustion",Chinese Journal of Catalysis,https://doi.org/10.1016/S1872-2067(09)60083-8,page4,LaFeO3,LaFeO3,La,,,1,,,Fe,,,1,,,,268, C,400, C,,,,,,,,
paidarticles-elsevier-1-s2-0-s1872206709600838-,"Synthesis, Characterization, and Performance of LaZnxFe1-xO3 Perovskite Nanocatalysts for toluene combustion",Chinese Journal of Catalysis,https://doi.org/10.1016/S1872-2067(09)60083-8,page4,LaZn0.01Fe0.99O3,LaZn0.01Fe0.99O3,La,,,1,,,Zn,Fe,,0.01,0.99,,,235, C,363, C,,,,,,,,
paidarticles-elsevier-1-s2-0-s1872206709600838-,"Synthesis, Characterization, and Performance of LaZnxFe1-xO3 Perovskite Nanocatalysts for toluene combustion",Chinese Journal of Catalysis,https://doi.org/10.1016/S1872-2067(09)60083-8,page4,LaZn0.05Fe0.95O3,LaZn0.05Fe0.95O3,La,,,1,,,Zn,Fe,,0.05,0.95,,,233, C,356, C,,,,,,,,
paidarticles-elsevier-1-s2-0-s1872206709600838-,"Synthesis, Characterization, and Performance of LaZnxFe1-xO3 Perovskite Nanocatalysts for toluene combustion",Chinese Journal of Catalysis,https://doi.org/10.1016/S1872-2067(09)60083-8,page4,LaZn0.1Fe0.9O3,LaZn0.1Fe0.9O3,La,,,1,,,Zn,Fe,,0.1,0.9,,,230, C,335, C,,,,,,,,
paidarticles-elsevier-1-s2-0-s1872206709600838-,"Synthesis, Characterization, and Performance of LaZnxFe1-xO3 Perovskite Nanocatalysts for toluene combustion",Chinese Journal of Catalysis,https://doi.org/10.1016/S1872-2067(09)60083-8,page4,LaZn0.2Fe0.8O3,LaZn0.2Fe0.8O3,La,,,1,,,Zn,Fe,,0.2,0.8,,,226, C,327, C,,,,,,,,
paidarticles-elsevier-1-s2-0-s1872206709600838-,"Synthesis, Characterization, and Performance of LaZnxFe1-xO3 Perovskite Nanocatalysts for toluene combustion",Chinese Journal of Catalysis,https://doi.org/10.1016/S1872-2067(09)60083-8,page4,LaZn0.3Fe0.7O3,LaZn0.3Fe0.7O3,La,,,1,,,Zn,Fe,,0.3,0.7,,,222, C,323, C,,,,,,,,
paidarticles-elsevier-1-s2-0-s1385894722059630-,Promotional effect of Ca on La1-xCaxFeO3 perovskites for ammonia production via steam catalytic gasification of microalgae,Chemical Engineering Journal,https://doi.org/10.1016/j.cej.2022.140483,,La0.7Ca0.3FeO3,La0.7Ca0.3FeO3,La,Ca,,0.7,0.3,,Fe,,,1,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s1385894722059630-,Promotional effect of Ca on La1-xCaxFeO3 perovskites for ammonia production via steam catalytic gasification of microalgae,Chemical Engineering Journal,https://doi.org/10.1016/j.cej.2022.140483,,La0.8Ca0.2FeO3,La0.8Ca0.2FeO3,La,Ca,,0.8,0.2,,Fe,,,1,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s1385894722059630-,Promotional effect of Ca on La1-xCaxFeO3 perovskites for ammonia production via steam catalytic gasification of microalgae,Chemical Engineering Journal,https://doi.org/10.1016/j.cej.2022.140483,,La0.9Ca0.1FeO3,La0.9Ca0.1FeO3,La,Ca,,0.9,0.1,,Fe,,,1,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s1385894722059630-,Promotional effect of Ca on La1-xCaxFeO3 perovskites for ammonia production via steam catalytic gasification of microalgae,Chemical Engineering Journal,https://doi.org/10.1016/j.cej.2022.140483,,LaFeO3,LaFeO3,La,,,1,,,Fe,,,1,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s1385894710002731-,Autothermal reforming of ethanol for hydrogen production over perovskite LaNiO3,Chemical Engineering Journal,https://doi.org/10.1016/j.cej.2010.03.054,,LaCoO3,LaCoO3,La,,,1,,,Co,,,1,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s1385894710002731-,Autothermal reforming of ethanol for hydrogen production over perovskite LaNiO3,Chemical Engineering Journal,https://doi.org/10.1016/j.cej.2010.03.054,,LaFeO3,LaFeO3,La,,,1,,,Fe,,,1,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s1385894710002731-,Autothermal reforming of ethanol for hydrogen production over perovskite LaNiO3,Chemical Engineering Journal,https://doi.org/10.1016/j.cej.2010.03.054,,LaMnO3,LaMnO3,La,,,1,,,Mn,,,1,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s1385894710002731-,Autothermal reforming of ethanol for hydrogen production over perovskite LaNiO3,Chemical Engineering Journal,https://doi.org/10.1016/j.cej.2010.03.054,,LaNiO3,LaNiO3,La,,,1,,,Ni,,,1,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s138589470900240x-,Autothermal reforming of propane over Ce modified Ni/LaAlO3 perovskite-type catalysts,Chemical Engineering Journal,https://doi.org/10.1016/j.cej.2009.03.054,page6,Au(5)/La0.59Sr0.41MnO3,Au(5)/La0.59Sr0.41MnO3,,,,,,,,,,,,,,600-800, C,,,,"H2O/C=0.83, O/C = 0.5, GHSV: 60,000 l/h",H2,32,%,,,
paidarticles-elsevier-1-s2-0-s138589470900240x-,Autothermal reforming of propane over Ce modified Ni/LaAlO3 perovskite-type catalysts,Chemical Engineering Journal,https://doi.org/10.1016/j.cej.2009.03.054,page6,La0.59Sr0.41MnO3,La0.59Sr0.41MnO3,La,Sr,,0.59,0.42,,Mn,,,1,,,,600-800, C,,,,"H2O/C=O.83, O/C = 0.5, GHSV: 60,000 l/h",H2,5,%,,,
paidarticles-elsevier-1-s2-0-s138589470900240x-,Autothermal reforming of propane over Ce modified Ni/LaAlO3 perovskite-type catalysts,Chemical Engineering Journal,https://doi.org/10.1016/j.cej.2009.03.054,page6,LaAlO3,LaAlO3,La,,,1,,,Al,,,1,,,,300-700, C,,,,"H2O/C/O=3/1/0.37, GHSV: 9600ml/g-cat h",H2,5,%,,,
paidarticles-elsevier-1-s2-0-s138589470900240x-,Autothermal reforming of propane over Ce modified Ni/LaAlO3 perovskite-type catalysts,Chemical Engineering Journal,https://doi.org/10.1016/j.cej.2009.03.054,page6,Ni(15)-Ce(5)/LaAlO3,Ni(15)-Ce(5)/LaAlO3,,,,,,,,,,,,,,300-700, C,,,,"H2O/C/O=3/1/0.37, GHSV: 9600ml/g-cat h",H2,41,%,,,
paidarticles-elsevier-1-s2-0-s1381116904006922-,Perovskites as catalysts precursors: synthesis and characterization,Journal of Molecular Catalysis A: Chemical,https://doi.org/10.1016/j.molcata.2004.09.030,page6,CaRu0.8Ni0.2O3,CaRu0.8Ni0.2O3,Ca,,,1,,,Ru,Ni,,0.8,0.2,,,56, C,66, C,,,H2/CO,1.04,µmol/g,,,
paidarticles-elsevier-1-s2-0-s1381116904006922-,Perovskites as catalysts precursors: synthesis and characterization,Journal of Molecular Catalysis A: Chemical,https://doi.org/10.1016/j.molcata.2004.09.030,page3,CaRu0.8Ni0.2O3,CaRu0.8Ni0.2O3,Ca,,,1,,,Ru,Ni,,0.8,0.2,,,20, C,300-400, C,,"Phases after reduction: Ru0, Ni0, CaO",,,,,,
paidarticles-elsevier-1-s2-0-s1381116904006922-,Perovskites as catalysts precursors: synthesis and characterization,Journal of Molecular Catalysis A: Chemical,https://doi.org/10.1016/j.molcata.2004.09.030,page6,La0.2Ca0.8Ru0.8Ni0.2O3,La0.2Ca0.8Ru0.8Ni0.2O3,La,Ca,,0.2,0.8,,Ru,Ni,,0.8,0.2,,,46, C,88, C,,,H2/CO,0.87,µmol/g,,,
paidarticles-elsevier-1-s2-0-s1381116904006922-,Perovskites as catalysts precursors: synthesis and characterization,Journal of Molecular Catalysis A: Chemical,https://doi.org/10.1016/j.molcata.2004.09.030,page3,La0.2Ca0.8Ru0.8Ni0.2O3,La0.2Ca0.8Ru0.8Ni0.2O3,La,Ca,,0.2,0.8,,Ru,Ni,,0.8,0.2,,,20, C,300-500, C,,"Phases after reduction: Ru0, Ni0, CaO, La2O3",,,,,,
paidarticles-elsevier-1-s2-0-s1381116904006922-,Perovskites as catalysts precursors: synthesis and characterization,Journal of Molecular Catalysis A: Chemical,https://doi.org/10.1016/j.molcata.2004.09.030,page6,La0.8Ca0.2Ru0.8Ni0.2O3,La0.8Ca0.2Ru0.8Ni0.2O3,La,Ca,,0.8,0.2,,Ru,Ni,,0.8,0.2,,,68, C,83, C,,,H2/CO,0.86,µmol/g,,,
paidarticles-elsevier-1-s2-0-s1381116904006922-,Perovskites as catalysts precursors: synthesis and characterization,Journal of Molecular Catalysis A: Chemical,https://doi.org/10.1016/j.molcata.2004.09.030,page3,La0.8Ca0.2Ru0.8Ni0.2O3,La0.8Ca0.2Ru0.8Ni0.2O3,La,Ca,,0.8,0.2,,Ru,Ni,,0.8,0.2,,,20, C,400-500, C,,"Phases after reduction: Ru0, Ni0, CaO, La2O3",,,,,,
paidarticles-elsevier-1-s2-0-s1381116904006922-,Perovskites as catalysts precursors: synthesis and characterization,Journal of Molecular Catalysis A: Chemical,https://doi.org/10.1016/j.molcata.2004.09.030,page4,LaRu0.2Ni0.8O3,LaRu0.2Ni0.8O3,La,,,1,,,Ru,Ni,,0.2,0.8,,,280.3, C,282.5, C,,"Ru - Fresh, Ru - Reduced, Oxygen - Fresh, Oxygen - Reduced",,,,,,
paidarticles-elsevier-1-s2-0-s1381116904006922-,Perovskites as catalysts precursors: synthesis and characterization,Journal of Molecular Catalysis A: Chemical,https://doi.org/10.1016/j.molcata.2004.09.030,page4,LaRu0.4Ni0.6O3,LaRu0.4Ni0.6O3,La,,,1,,,Ru,Ni,,0.4,0.6,,,282.4-283.6, C,280.3-282.6, C,,"Ru - Fresh, Ru - Reduced, Oxygen - Fresh, Oxygen - Reduced",,,,,,
paidarticles-elsevier-1-s2-0-s1381116904006922-,Perovskites as catalysts precursors: synthesis and characterization,Journal of Molecular Catalysis A: Chemical,https://doi.org/10.1016/j.molcata.2004.09.030,page4,LaRu0.6Ni0.4O3,LaRu0.6Ni0.4O3,La,,,1,,,Ru,Ni,,0.6,0.4,,,282.9, C,280.4-282.7, C,,"Ru - Fresh, Ru - Reduced, Oxygen - Fresh, Oxygen - Reduced",,,,,,
paidarticles-elsevier-1-s2-0-s1381116904006922-,Perovskites as catalysts precursors: synthesis and characterization,Journal of Molecular Catalysis A: Chemical,https://doi.org/10.1016/j.molcata.2004.09.030,page6,LaRu0.8Ni0.2O3,LaRu0.8Ni0.2O3,La,,,1,,,Ru,Ni,,0.8,0.2,,,79, C,87, C,,,H2/CO,0.94,µmol/g,,,
paidarticles-elsevier-1-s2-0-s1381116904006922-,Perovskites as catalysts precursors: synthesis and characterization,Journal of Molecular Catalysis A: Chemical,https://doi.org/10.1016/j.molcata.2004.09.030,page4,LaRu0.8Ni0.2O3,LaRu0.8Ni0.2O3,La,,,1,,,Ru,Ni,,0.8,0.2,,,280.3-282.5, C,280.2-281.7, C,,"Ru - Fresh, Ru - Reduced, Oxygen - Fresh, Oxygen - Reduced",,,,,,
paidarticles-elsevier-1-s2-0-s1381116904006922-,Perovskites as catalysts precursors: synthesis and characterization,Journal of Molecular Catalysis A: Chemical,https://doi.org/10.1016/j.molcata.2004.09.030,page3,LaRu0.8Ni0.2O3,LaRu0.8Ni0.2O3,La,,,1,,,Ru,Ni,,0.8,0.2,,,20, C,400-500, C,,"Phases after reduction: Ru0, Ni0, La2O3",,,,,,
paidarticles-elsevier-1-s2-0-s1381116904006922-,Perovskites as catalysts precursors: synthesis and characterization,Journal of Molecular Catalysis A: Chemical,https://doi.org/10.1016/j.molcata.2004.09.030,page4,LaRuO3,LaRuO3,La,,,1,,,Ru,,,1,,,,280.7-282.35, C,280.4, C,,"Ru - Fresh, Ru - Reduced, Oxygen - Fresh, Oxygen - Reduced",,,,,,
paidarticles-elsevier-1-s2-0-s0960148122007522-,Direct solar thermochemical CO2¨‚Ä†splitting based on Ca- and Al- doped SmMnO3¨‚Ä†perovskites: Ultrahigh CO yield within small temperature swing,Renewable Energy,https://doi.org/10.1016/j.renene.2022.05.105,,Sm0.6Ca0.4Mn0.2Al0.8O3,Sm0.6Ca0.4Mn0.2Al0.8O3,Sm,Ca,,0.6,0.4,,Mn,Al,,0.2,0.8,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0960148122007522-,Direct solar thermochemical CO2¨‚Ä†splitting based on Ca- and Al- doped SmMnO3¨‚Ä†perovskites: Ultrahigh CO yield within small temperature swing,Renewable Energy,https://doi.org/10.1016/j.renene.2022.05.105,,Sm0.6Ca0.4Mn0.4Al0.6O3,Sm0.6Ca0.4Mn0.4Al0.6O3,Sm,Ca,,0.6,0.4,,Mn,Al,,0.4,0.6,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0960148122007522-,Direct solar thermochemical CO2¨‚Ä†splitting based on Ca- and Al- doped SmMnO3¨‚Ä†perovskites: Ultrahigh CO yield within small temperature swing,Renewable Energy,https://doi.org/10.1016/j.renene.2022.05.105,,Sm0.6Ca0.4Mn0.6Al0.4O3,Sm0.6Ca0.4Mn0.6Al0.4O3,Sm,Ca,,0.6,0.4,,Mn,Al,,0.6,0.4,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0960148122007522-,Direct solar thermochemical CO2¨‚Ä†splitting based on Ca- and Al- doped SmMnO3¨‚Ä†perovskites: Ultrahigh CO yield within small temperature swing,Renewable Energy,https://doi.org/10.1016/j.renene.2022.05.105,,Sm0.6Ca0.4MnO3,Sm0.6Ca0.4MnO3,Sm,Ca,,0.6,0.4,,Mn,,,1,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0960148122007522-,Direct solar thermochemical CO2¨‚Ä†splitting based on Ca- and Al- doped SmMnO3¨‚Ä†perovskites: Ultrahigh CO yield within small temperature swing,Renewable Energy,https://doi.org/10.1016/j.renene.2022.05.105,,Sm0.8Ca0.2MnO3,Sm0.8Ca0.2MnO3,Sm,Ca,,0.8,0.2,,Mn,,,1,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0960148122007522-,Direct solar thermochemical CO2¨‚Ä†splitting based on Ca- and Al- doped SmMnO3¨‚Ä†perovskites: Ultrahigh CO yield within small temperature swing,Renewable Energy,https://doi.org/10.1016/j.renene.2022.05.105,,SmMnO3,SmMnO3,Sm,,,1,,,Mn,,,1,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0960148121001737-,Thermo-chemical water splitting: Selection of priority reversible redox reactions by multi-attribute decision making,Renewable Energy,https://doi.org/10.1016/j.renene.2021.02.009,page6,MgFe2O4/Mg0.8Li0.2Fe2O4,MgFe2O4/Mg0.8Li0.2Fe2O4,,,,,,,,,,,,,,925, C,2000, C,5,Metal oxides,H2,1,Wt%,,,
paidarticles-elsevier-1-s2-0-s0960148121001737-,Thermo-chemical water splitting: Selection of priority reversible redox reactions by multi-attribute decision making,Renewable Energy,https://doi.org/10.1016/j.renene.2021.02.009,page6,MnFe2O4/Na(Mn1/3Fe1/3)O2,MnFe2O4/Na(Mn1/3Fe1/3)O2,,,,,,,,,,,,,,590, C,600, C,1,Metal oxides,H2,0.87,Wt%,,,
paidarticles-elsevier-1-s2-0-s0960148121001737-,Thermo-chemical water splitting: Selection of priority reversible redox reactions by multi-attribute decision making,Renewable Energy,https://doi.org/10.1016/j.renene.2021.02.009,page6,MnO/Mn3O4/NaMnO2,MnO/Mn3O4/NaMnO2,,,,,,,,,,,,,,850, C,140, C,2,Metal oxides,H2,1.27,Wt%,,,
paidarticles-elsevier-1-s2-0-s0960148121001737-,Thermo-chemical water splitting: Selection of priority reversible redox reactions by multi-attribute decision making,Renewable Energy,https://doi.org/10.1016/j.renene.2021.02.009,page6,MnO/NaMnO2/NaMnO2,MnO/NaMnO2/NaMnO2,,,,,,,,,,,,,,650-1150, C,1600, C,4,Metal oxides,H2,2.82,Wt%,,,
paidarticles-elsevier-1-s2-0-s0960148121001737-,Thermo-chemical water splitting: Selection of priority reversible redox reactions by multi-attribute decision making,Renewable Energy,https://doi.org/10.1016/j.renene.2021.02.009,page6,U3O8/UO2CO3,U3O8/UO2CO3,,,,,,,,,,,,,,150, C,600, C,3,Metal oxides,H2,0.24,Wt%,,,
paidarticles-elsevier-1-s2-0-s0960148111006252-,Advances in solar hydrogen production via two-step water-splitting thermochemical cycles based on metal redox reactions,Renewable Energy,https://doi.org/10.1016/j.renene.2011.11.023,page9,CeO2/Ce2O3,CeO2/Ce2O3,,,,,,,,,,,,,,2000, C,700-800, K,,"Activation step: 2CeO2 = Ce2O3+0.5O2 (endothermic, above 2000C, under 100-200 mbar)
Hydrolysis step: Ce2O3+H2O = CeO2+H2 (exothermic, 700-800k)",,,,,,
paidarticles-elsevier-1-s2-0-s0960148111006252-,Advances in solar hydrogen production via two-step water-splitting thermochemical cycles based on metal redox reactions,Renewable Energy,https://doi.org/10.1016/j.renene.2011.11.023,page9,Fe3O4/FeO,Fe3O4/FeO,,,,,,,,,,,,,,2500, K,1000, K,,"Activation step: Fe3O4 = 3FeO+0.5O2 (endothermic, above 2500 K under 1 bar)
Hydrolysis step: 3FeO+H2O = Fe3O4+H2 (exothermic, >1000K)",,,,,,
paidarticles-elsevier-1-s2-0-s0960148111006252-,Advances in solar hydrogen production via two-step water-splitting thermochemical cycles based on metal redox reactions,Renewable Energy,https://doi.org/10.1016/j.renene.2011.11.023,page9,GeO2/GeO,GeO2/GeO,,,,,,,,,,,,,,1400-1800, C,700, K,,"Activation step: GeO2 = GeO+0.5O2 (endothermic, 1400-1800C, under 100-200 mbar)
Hydrolysis step: GeO+H2O = GeO2+H2 (exothermic, <700k)",,,,,,
paidarticles-elsevier-1-s2-0-s0960148111006252-,Advances in solar hydrogen production via two-step water-splitting thermochemical cycles based on metal redox reactions,Renewable Energy,https://doi.org/10.1016/j.renene.2011.11.023,page9,MgO/Mg,MgO/Mg,,,,,,,,,,,,,,1450-1550, C,350-550, C,,"Activation step: MgO+C = Mg+CO or MgO+CH = Mg+CO+2H2 (endothermic, 1450-1550C)
Hydrolysis step: Mg+H2O = MgO+H2 (exothermic, 350-550C)",,,,,,
paidarticles-elsevier-1-s2-0-s0960148111006252-,Advances in solar hydrogen production via two-step water-splitting thermochemical cycles based on metal redox reactions,Renewable Energy,https://doi.org/10.1016/j.renene.2011.11.023,page9,MnFe2O4/NaCO3/Na (Mn1/3Fe2/3)O2,MnFe2O4/NaCO3/Na (Mn1/3Fe2/3)O2,,,,,,,,,,,,,,873-973, K,9973, K,,"Activation step: 6Na(Mn1/3Fe2/3)O2+3CO2 = 2MnFe2O4+3Na2CO3+0.50O2 (873-973K)
Hydrolysis step: 2MnFe2O4+3Na2CO3+H2O= 6NA(Mn1/3Fe2/3)O2+3CO2+H2 (9973k)",,,,,,
paidarticles-elsevier-1-s2-0-s0960148111006252-,Advances in solar hydrogen production via two-step water-splitting thermochemical cycles based on metal redox reactions,Renewable Energy,https://doi.org/10.1016/j.renene.2011.11.023,page9,SnO2/SnO,SnO2/SnO,,,,,,,,,,,,,,1600, C,550, C,,"Activation step: SnO2 = SnO+0.5O2 (endothermic, 1600C, the temperature for which the free Gibbs energy equals to zero is 2056C)
Hydrolysis step: SnOn+H2O=SnO2+H2 (exothermic, 550C)",,,,,,
paidarticles-elsevier-1-s2-0-s0960148111006252-,Advances in solar hydrogen production via two-step water-splitting thermochemical cycles based on metal redox reactions,Renewable Energy,https://doi.org/10.1016/j.renene.2011.11.023,page9,ZnO/Zn,ZnO/Zn,,,,,,,,,,,,,,1700-1800, C,1000, K,,"Activation step: ZnO = Zn+0.5O2 (endothermic, 1700-1800C, the temperature for which the free Gibbs energy equals to zero is 2350K)
Hydrolysis step: Zn+H2O=ZnO+H2 (exothermic>1000K)",,,,,,
paidarticles-elsevier-1-s2-0-s0955221921003356-,"Oxygen vacancy, permeability and stability of Si doping Pr0.6Sr0.4FeO3 ceramic membrane for water splitting",Journal of the European Ceramic Society,https://doi.org/10.1016/j.jeurceramsoc.2021.05.009,,Pr0.6Sr0.4FeO3,Pr0.6Sr0.4FeO3,Pr,Sr,,0.6,0.4,,Fe,,,1,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0926860x07006357-,Rare earth-first-row transition metal perovskites as catalysts for the autothermal reforming of hydrocarbon fuels to generate hydrogen,Applied Catalysis A: General,https://doi.org/10.1016/j.apcata.2007.10.018,page5,ErCr0.9Ni0.1O3,ErCr0.9Ni0.1O3,Er,,,1,,,Cr,Ni,,0.9,0.1,,,,,,,,,H2,13.9,mol/mol feed,,,
paidarticles-elsevier-1-s2-0-s0926860x07006357-,Rare earth-first-row transition metal perovskites as catalysts for the autothermal reforming of hydrocarbon fuels to generate hydrogen,Applied Catalysis A: General,https://doi.org/10.1016/j.apcata.2007.10.018,page5,GdCr0.9Ni0.1O3,GdCr0.9Ni0.1O3,Gd,,,1,,,Cr,Ni,,0.9,0.1,,,,,,,,,H2,13.3,mol/mol feed,,,
paidarticles-elsevier-1-s2-0-s0926860x07006357-,Rare earth-first-row transition metal perovskites as catalysts for the autothermal reforming of hydrocarbon fuels to generate hydrogen,Applied Catalysis A: General,https://doi.org/10.1016/j.apcata.2007.10.018,page8,La0.8Sr0.2Cr0.9Ni0.1O3,La0.8Sr0.2Cr0.9Ni0.1O3,La,Sr,,0.8,0.2,,Cr,Ni,,0.9,0.1,,,361, C,542, C,,No sulfur,,,,,,
paidarticles-elsevier-1-s2-0-s0926860x07006357-,Rare earth-first-row transition metal perovskites as catalysts for the autothermal reforming of hydrocarbon fuels to generate hydrogen,Applied Catalysis A: General,https://doi.org/10.1016/j.apcata.2007.10.018,page8,La0.8Sr0.2Cr0.9Ni0.1O3,La0.8Sr0.2Cr0.9Ni0.1O3,La,Sr,,0.8,0.2,,Cr,Ni,,0.9,0.1,,,380, C,534, C,,5 ppm,,,,,,
paidarticles-elsevier-1-s2-0-s0926860x07006357-,Rare earth-first-row transition metal perovskites as catalysts for the autothermal reforming of hydrocarbon fuels to generate hydrogen,Applied Catalysis A: General,https://doi.org/10.1016/j.apcata.2007.10.018,page8,La0.8Sr0.2Cr0.9Ni0.1O3,La0.8Sr0.2Cr0.9Ni0.1O3,La,Sr,,0.8,0.2,,Cr,Ni,,0.9,0.1,,,347, C,533, C,,50 ppm,,,,,,
paidarticles-elsevier-1-s2-0-s0926860x07006357-,Rare earth-first-row transition metal perovskites as catalysts for the autothermal reforming of hydrocarbon fuels to generate hydrogen,Applied Catalysis A: General,https://doi.org/10.1016/j.apcata.2007.10.018,page8,La0.8Sr0.2Fe0.9Ni0.1O3,La0.8Sr0.2Fe0.9Ni0.1O3,La,Sr,,0.8,0.2,,Fe,Ni,,0.9,0.1,,,,,491, C,,No sulfur,,,,,,
paidarticles-elsevier-1-s2-0-s0926860x07006357-,Rare earth-first-row transition metal perovskites as catalysts for the autothermal reforming of hydrocarbon fuels to generate hydrogen,Applied Catalysis A: General,https://doi.org/10.1016/j.apcata.2007.10.018,page8,La0.8Sr0.2Fe0.9Ni0.1O3,La0.8Sr0.2Fe0.9Ni0.1O3,La,Sr,,0.8,0.2,,Fe,Ni,,0.9,0.1,,,,,577, C,,5 ppm,,,,,,
paidarticles-elsevier-1-s2-0-s0926860x07006357-,Rare earth-first-row transition metal perovskites as catalysts for the autothermal reforming of hydrocarbon fuels to generate hydrogen,Applied Catalysis A: General,https://doi.org/10.1016/j.apcata.2007.10.018,page8,La0.8Sr0.2Fe0.9Ni0.1O3,La0.8Sr0.2Fe0.9Ni0.1O3,La,Sr,,0.8,0.2,,Fe,Ni,,0.9,0.1,,,,,577, C,,50 ppm,,,,,,
paidarticles-elsevier-1-s2-0-s0926860x07006357-,Rare earth-first-row transition metal perovskites as catalysts for the autothermal reforming of hydrocarbon fuels to generate hydrogen,Applied Catalysis A: General,https://doi.org/10.1016/j.apcata.2007.10.018,page8,La0.8Sr0.2Mn0.9Ni0.1O3,La0.8Sr0.2Mn0.9Ni0.1O3,La,Sr,,0.8,0.2,,Mn,Ni,,0.9,0.1,,,,,533, C,,No sulfur,,,,,,
paidarticles-elsevier-1-s2-0-s0926860x07006357-,Rare earth-first-row transition metal perovskites as catalysts for the autothermal reforming of hydrocarbon fuels to generate hydrogen,Applied Catalysis A: General,https://doi.org/10.1016/j.apcata.2007.10.018,page8,La0.8Sr0.2Mn0.9Ni0.1O3,La0.8Sr0.2Mn0.9Ni0.1O3,La,Sr,,0.8,0.2,,Mn,Ni,,0.9,0.1,,,323, C,645, C,,5 ppm,,,,,,
paidarticles-elsevier-1-s2-0-s0926860x07006357-,Rare earth-first-row transition metal perovskites as catalysts for the autothermal reforming of hydrocarbon fuels to generate hydrogen,Applied Catalysis A: General,https://doi.org/10.1016/j.apcata.2007.10.018,page8,La0.8Sr0.2Mn0.9Ni0.1O3,La0.8Sr0.2Mn0.9Ni0.1O3,La,Sr,,0.8,0.2,,Mn,Ni,,0.9,0.1,,,321, C,733, C,,50 ppm,,,,,,
paidarticles-elsevier-1-s2-0-s0926860x07006357-,Rare earth-first-row transition metal perovskites as catalysts for the autothermal reforming of hydrocarbon fuels to generate hydrogen,Applied Catalysis A: General,https://doi.org/10.1016/j.apcata.2007.10.018,page4,LaAl0.9Ni0.1O3,LaAl0.9Ni0.1O3,La,,,1,,,Al,Ni,,0.9,0.1,,,,,,,,,H2,10.9,mol H2/ mol C8H18 feed,,,
paidarticles-elsevier-1-s2-0-s0926860x07006357-,Rare earth-first-row transition metal perovskites as catalysts for the autothermal reforming of hydrocarbon fuels to generate hydrogen,Applied Catalysis A: General,https://doi.org/10.1016/j.apcata.2007.10.018,page5,LaCr0.9Ni0.1O3,LaCr0.9Ni0.1O3,La,,,1,,,Cr,Ni,,0.9,0.1,,,,,,,,,H2,13.3,mol/mol feed,,,
